"Area1";"Area2";"Area3";"Area4"
"Instrumentation and measurement";"Measurement";"Electromagnetic measurements";"Parameter extraction"
"Instrumentation and measurement";"Measurement";"Electromagnetic measurements";"Polarimetry"
"Instrumentation and measurement";"Measurement";"Electromagnetic measurements";"Radiometry"
"Instrumentation and measurement";"Measurement";"Electromagnetic measurements";"Submillimeter wave measurements"
"Instrumentation and measurement";"Measurement";"Extraterrestrial measurements";"Submillimeter wave measurements"
"Instrumentation and measurement";"Measurement";"Fluid flow measurement";"Submillimeter wave measurements"
"Instrumentation and measurement";"Measurement";"Frequency measurement";"Submillimeter wave measurements"
"Instrumentation and measurement";"Measurement";"Frequency measurement";"Frequency estimation"
"Instrumentation and measurement";"Measurement";"Frequency measurement";"Frequency estimation"
"Instrumentation and measurement";"Measurement";"Gain measurement";"Frequency estimation"
"Instrumentation and measurement";"Measurement";"Gas chromatography";"Frequency estimation"
"Instrumentation and measurement";"Measurement";"Geologic measurements";"Frequency estimation"
"Instrumentation and measurement";"Measurement";"Geophysical measurements";"Frequency estimation"
"Instrumentation and measurement";"Measurement";"Geophysical measurements";"Geodesy"
"Instrumentation and measurement";"Measurement";"Geophysical measurements";"Sea measurements"
"Instrumentation and measurement";"Measurement";"Geophysical measurements";"Seismic measurements"
"Instrumentation and measurement";"Measurement";"Interferometry";"Seismic measurements"
"Instrumentation and measurement";"Measurement";"Interferometry";"Seismic measurements"
"Instrumentation and measurement";"Measurement";"Interferometry";"Interferometers"
"Instrumentation and measurement";"Measurement";"Interferometry";"Optical interferometry"
"Instrumentation and measurement";"Measurement";"Interferometry";"Phase shifting interferometry"
"Instrumentation and measurement";"Measurement";"Interferometry";"Radar interferometry"
"Instrumentation and measurement";"Measurement";"Interferometry";"Radio interferometry"
"Instrumentation and measurement";"Measurement";"Interferometry";"Sagnac interferometers"
"Instrumentation and measurement";"Measurement";"Key performance indicator";"Sagnac interferometers"
"Instrumentation and measurement";"Measurement";"Length measurement";"Sagnac interferometers"
"Instrumentation and measurement";"Measurement";"Lifetime estimation";"Sagnac interferometers"
"Instrumentation and measurement";"Measurement";"Loss measurement";"Sagnac interferometers"
"Instrumentation and measurement";"Measurement";"Magnetic variables measurement";"Sagnac interferometers"
"Instrumentation and measurement";"Measurement";"Magnetic variables measurement";"Magnetic anomaly detection"
"Instrumentation and measurement";"Measurement";"Magnetic variables measurement";"Magnetic field measurement"
"Instrumentation and measurement";"Measurement";"Magnetic variables measurement";"Magnetometers"
"Instrumentation and measurement";"Measurement";"Magnetic variables measurement";"Permeability measurement"
"Instrumentation and measurement";"Measurement";"Measurement by laser beam";"Permeability measurement"
"Instrumentation and measurement";"Measurement";"Measurement by laser beam";"Laser velocimetry"
"Instrumentation and measurement";"Measurement";"Measurement errors";"Laser velocimetry"
"Instrumentation and measurement";"Measurement";"Measurement techniques";"Laser velocimetry"
"Instrumentation and measurement";"Measurement";"Measurement techniques";"Calibration"
"Instrumentation and measurement";"Measurement";"Measurement techniques";"Dynamic equilibrium"
"Instrumentation and measurement";"Measurement";"Measurement uncertainty";"Dynamic equilibrium"
"Instrumentation and measurement";"Measurement";"Measurement units";"Dynamic equilibrium"
"Instrumentation and measurement";"Measurement";"Measurement units";"International System of Units"
"Instrumentation and measurement";"Measurement";"Measurement units";"Nanometers"
"Instrumentation and measurement";"Measurement";"Mechanical variables measurement";"Nanometers"
"Instrumentation and measurement";"Measurement";"Mechanical variables measurement";"Angular velocity"
"Instrumentation and measurement";"Measurement";"Mechanical variables measurement";"Displacement measurement"
"Instrumentation and measurement";"Measurement";"Mechanical variables measurement";"Force measurement"
"Instrumentation and measurement";"Measurement";"Mechanical variables measurement";"Motion measurement"
"Instrumentation and measurement";"Measurement";"Mechanical variables measurement";"Position measurement"
"Instrumentation and measurement";"Measurement";"Mechanical variables measurement";"Rotation measurement"
"Instrumentation and measurement";"Measurement";"Mechanical variables measurement";"Strain measurement"
"Instrumentation and measurement";"Measurement";"Mechanical variables measurement";"Stress measurement"
"Instrumentation and measurement";"Measurement";"Mechanical variables measurement";"Thickness measurement"
"Instrumentation and measurement";"Measurement";"Mechanical variables measurement";"Torque measurement"
"Instrumentation and measurement";"Measurement";"Mechanical variables measurement";"Velocity measurement"
"Instrumentation and measurement";"Measurement";"Mechanical variables measurement";"Vibration measurement"
"Instrumentation and measurement";"Measurement";"Mechanical variables measurement";"Volume measurement"
"Instrumentation and measurement";"Measurement";"Mechanical variables measurement";"Weight measurement"
"Instrumentation and measurement";"Measurement";"Micrometers";"Weight measurement"
"Instrumentation and measurement";"Measurement";"Moisture measurement";"Weight measurement"
"Instrumentation and measurement";"Measurement";"Moisture measurement";"Humidity measurement"
"Instrumentation and measurement";"Measurement";"Noise measurement";"Humidity measurement"
"Instrumentation and measurement";"Measurement";"Noise measurement";"Multiple signal classification"
"Instrumentation and measurement";"Measurement";"Noise measurement";"Noise figure"
"Instrumentation and measurement";"Measurement";"Noise measurement";"Noise shaping"
"Instrumentation and measurement";"Measurement";"Nuclear measurements";"Noise shaping"
"Instrumentation and measurement";"Measurement";"Nuclear measurements";"Particle tracking"
"Instrumentation and measurement";"Measurement";"Optical variables measurement";"Particle tracking"
"Instrumentation and measurement";"Measurement";"Optical variables measurement";"Ellipsometry"
"Instrumentation and measurement";"Measurement";"Optical variables measurement";"Photometry"
"Instrumentation and measurement";"Measurement";"Optical variables measurement";"Reflection coefficient"
"Instrumentation and measurement";"Measurement";"Optical variables measurement";"Refractive index"
"Instrumentation and measurement";"Measurement";"Particle beam measurements";"Refractive index"
"Instrumentation and measurement";"Measurement";"Particle measurements";"Refractive index"
"Instrumentation and measurement";"Measurement";"Performance evaluation";"Refractive index"
"Instrumentation and measurement";"Measurement";"Performance evaluation";"Key performance indicator"
"Instrumentation and measurement";"Measurement";"pH measurement";"Key performance indicator"
"Instrumentation and measurement";"Measurement";"Phase measurement";"Key performance indicator"
"Instrumentation and measurement";"Measurement";"Plasma measurements";"Key performance indicator"
"Instrumentation and measurement";"Measurement";"Pollution measurement";"Key performance indicator"
"Instrumentation and measurement";"Measurement";"Pressure measurement";"Key performance indicator"
"Instrumentation and measurement";"Measurement";"Pressure measurement";"Altimetry"
"Instrumentation and measurement";"Measurement";"Pressure measurement";"Tire pressure"
"Instrumentation and measurement";"Measurement";"Pulse measurements";"Tire pressure"
"Instrumentation and measurement";"Measurement";"Reflectometry";"Tire pressure"
"Instrumentation and measurement";"Measurement";"Replicability";"Tire pressure"
"Instrumentation and measurement";"Measurement";"Reproducibility of results";"Tire pressure"
"Instrumentation and measurement";"Measurement";"Scintillation counters";"Tire pressure"
"Instrumentation and measurement";"Measurement";"Scintillation counters";"Solid scintillation detectors"
"Instrumentation and measurement";"Measurement";"Sea state";"Solid scintillation detectors"
"Instrumentation and measurement";"Measurement";"Semiconductor device measurement";"Solid scintillation detectors"
"Instrumentation and measurement";"Measurement";"Sensitivity";"Solid scintillation detectors"
"Instrumentation and measurement";"Measurement";"Sensitivity";"Sensitivity analysis"
"Instrumentation and measurement";"Measurement";"Shape measurement";"Sensitivity analysis"
"Instrumentation and measurement";"Measurement";"Size measurement";"Sensitivity analysis"
"Instrumentation and measurement";"Measurement";"Size measurement";"Functional point analysis"
"Instrumentation and measurement";"Measurement";"Software measurement";"Functional point analysis"
"Instrumentation and measurement";"Measurement";"Soil measurements";"Functional point analysis"
"Instrumentation and measurement";"Measurement";"Soil measurements";"Salinity (geophysical)"
"Instrumentation and measurement";"Measurement";"Spectral efficiency";"Salinity (geophysical)"
"Instrumentation and measurement";"Measurement";"Spectroscopy";"Salinity (geophysical)"
"Instrumentation and measurement";"Measurement";"Spectroscopy";"Deep level transient spectroscopy"
"Instrumentation and measurement";"Measurement";"Spectroscopy";"Electrochemical impedance spectroscopy"
"Instrumentation and measurement";"Measurement";"Spectroscopy";"Electron paramagnetic resonance"
"Instrumentation and measurement";"Measurement";"Spectroscopy";"Fourier transform infrared spectroscopy"
"Instrumentation and measurement";"Measurement";"Spectroscopy";"Fourier transform infrared spectroscopy"
"Instrumentation and measurement";"Measurement";"Spectroscopy";"Kirchhoff's Law"
"Instrumentation and measurement";"Measurement";"Spectroscopy";"Mass spectroscopy"
"Instrumentation and measurement";"Measurement";"Spectroscopy";"MERIS"
"Instrumentation and measurement";"Measurement";"Spectroscopy";"Neutron spin echo"
"Instrumentation and measurement";"Measurement";"Spectroscopy";"Photoacoustic effects"
"Instrumentation and measurement";"Measurement";"Spectroscopy";"Resonance light scattering"
"Instrumentation and measurement";"Measurement";"Thermal variables measurement";"Resonance light scattering"
"Instrumentation and measurement";"Measurement";"Thermal variables measurement";"Temperature measurement"
"Instrumentation and measurement";"Measurement";"Time measurement";"Temperature measurement"
"Instrumentation and measurement";"Measurement";"Time measurement";"Clocks"
"Instrumentation and measurement";"Measurement";"Time measurement";"Time dissemination"
"Instrumentation and measurement";"Measurement";"Time measurement";"Timing"
"Instrumentation and measurement";"Measurement";"UHF measurements";"Timing"
"Instrumentation and measurement";"Measurement";"Ultrasonic variables measurement";"Timing"
"Instrumentation and measurement";"Measurement";"Viscosity";"Timing"
"Instrumentation and measurement";"Measurement";"Wavelength measurement";"Timing"
"Instrumentation and measurement";"Measurement";"Wide area measurements";"Timing"
"Instrumentation and measurement";"Monitoring";"Wide area measurements";"Timing"
"Instrumentation and measurement";"Monitoring";"Computerized monitoring";"Timing"
"Instrumentation and measurement";"Monitoring";"Load monitoring";"Timing"
"Instrumentation and measurement";"Monitoring";"Patient monitoring";"Timing"
"Instrumentation and measurement";"Monitoring";"Process monitoring";"Timing"
"Instrumentation and measurement";"Monitoring";"Radiation monitoring";"Timing"
"Instrumentation and measurement";"Monitoring";"Radiation monitoring";"Radiation dosage"
"Instrumentation and measurement";"Monitoring";"Surveillance";"Radiation dosage"
"Instrumentation and measurement";"Monitoring";"Surveillance";"Infrared surveillance"
"Instrumentation and measurement";"Monitoring";"Surveillance";"Video surveillance"
"Instrumentation and measurement";"Monitoring";"Water monitoring";"Video surveillance"
"Instrumentation and measurement";"Pulse oximetry";"Water monitoring";"Video surveillance"
"Intelligent transportation systems";"Pulse oximetry";"Water monitoring";"Video surveillance"
"Intelligent transportation systems";"Automated highways";"Water monitoring";"Video surveillance"
"Intelligent transportation systems";"Intelligent vehicles";"Water monitoring";"Video surveillance"
"Intelligent transportation systems";"Intelligent vehicles";"Autonomous vehicles";"Video surveillance"
"Intelligent transportation systems";"Intelligent vehicles";"Autonomous vehicles";"Autonomous aerial vehicles"
"Intelligent transportation systems";"Intelligent vehicles";"Autonomous vehicles";"Autonomous automobiles"
"Intelligent transportation systems";"Intelligent vehicles";"Autonomous vehicles";"Autonomous driving"
"Intelligent transportation systems";"Intelligent vehicles";"Autonomous vehicles";"Autonomous underwater vehicles"
"Intelligent transportation systems";"Navigation";"Autonomous vehicles";"Autonomous underwater vehicles"
"Intelligent transportation systems";"Navigation";"Aircraft navigation";"Autonomous underwater vehicles"
"Intelligent transportation systems";"Navigation";"Course correction";"Autonomous underwater vehicles"
"Intelligent transportation systems";"Navigation";"Dead reckoning";"Autonomous underwater vehicles"
"Intelligent transportation systems";"Navigation";"Indoor navigation";"Autonomous underwater vehicles"
"Intelligent transportation systems";"Navigation";"Inertial navigation";"Autonomous underwater vehicles"
"Intelligent transportation systems";"Navigation";"Marine navigation";"Autonomous underwater vehicles"
"Intelligent transportation systems";"Navigation";"Radio navigation";"Autonomous underwater vehicles"
"Intelligent transportation systems";"Navigation";"Satellite navigation systems";"Autonomous underwater vehicles"
"Intelligent transportation systems";"Navigation";"Satellite navigation systems";"Global navigation satellite system"
"Intelligent transportation systems";"Navigation";"Satellite navigation systems";"Global Positioning System"
"Intelligent transportation systems";"Navigation";"Satellite navigation systems";"Satellite constellations"
"Intelligent transportation systems";"Navigation";"Sonar navigation";"Satellite constellations"
"Intelligent transportation systems";"Transportation";"Sonar navigation";"Satellite constellations"
"Intelligent transportation systems";"Transportation";"Air transportation";"Satellite constellations"
"Intelligent transportation systems";"Transportation";"Air transportation";"Aircraft"
"Intelligent transportation systems";"Transportation";"Air transportation";"Airports"
"Intelligent transportation systems";"Transportation";"Escalators";"Airports"
"Intelligent transportation systems";"Transportation";"Land transportation";"Airports"
"Intelligent transportation systems";"Transportation";"Land transportation";"Rail transportation"
"Intelligent transportation systems";"Transportation";"Land transportation";"Road transportation"
"Intelligent transportation systems";"Transportation";"Public transportation";"Road transportation"
"Intelligent transportation systems";"Transportation";"Seaports";"Road transportation"
"Intelligent transportation systems";"Transportation";"Smart transportation";"Road transportation"
"Intelligent transportation systems";"Transportation";"Vehicles";"Road transportation"
"Intelligent transportation systems";"Transportation";"Vehicles";"Connected vehicles"
"Intelligent transportation systems";"Transportation";"Vehicles";"Hydrogen powered vehicles"
"Intelligent transportation systems";"Transportation";"Vehicles";"Intelligent vehicles"
"Intelligent transportation systems";"Transportation";"Vehicles";"Land vehicles"
"Intelligent transportation systems";"Transportation";"Vehicles";"Military vehicles"
"Intelligent transportation systems";"Transportation";"Vehicles";"Remotely guided vehicles"
"Intelligent transportation systems";"Transportation";"Vehicles";"Space vehicles"
"Lasers and electrooptics";"Transportation";"Vehicles";"Space vehicles"
"Lasers and electrooptics";"Electrooptic effects";"Vehicles";"Space vehicles"
"Lasers and electrooptics";"Electrooptic effects";"Electrochromism";"Space vehicles"
"Lasers and electrooptics";"Electrooptic effects";"Kerr effect";"Space vehicles"
"Lasers and electrooptics";"Electrooptic effects";"Optical bistability";"Space vehicles"
"Lasers and electrooptics";"Electrooptic effects";"Stark effect";"Space vehicles"
"Lasers and electrooptics";"Electrooptic effects";"Electrooptical devices";"Space vehicles"
"Lasers and electrooptics";"Electrooptic effects";"Electrochromic devices";"Space vehicles"
"Lasers and electrooptics";"Electrooptic effects";"Electrooptic deflectors";"Space vehicles"
"Lasers and electrooptics";"Electrooptic effects";"Electrooptic modulators";"Space vehicles"
"Lasers and electrooptics";"Lasers";"Electrooptic modulators";"Space vehicles"
"Lasers and electrooptics";"Lasers";"Atom lasers";"Space vehicles"
"Lasers and electrooptics";"Lasers";"Chemical lasers";"Space vehicles"
"Lasers and electrooptics";"Lasers";"Diode lasers";"Space vehicles"
"Lasers and electrooptics";"Lasers";"Free electron lasers";"Space vehicles"
"Lasers and electrooptics";"Lasers";"Gas lasers";"Space vehicles"
"Lasers and electrooptics";"Lasers";"Laser applications";"Space vehicles"
"Lasers and electrooptics";"Lasers";"Laser applications";"Dark states"
"Lasers and electrooptics";"Lasers";"Laser applications";"Distributed feedback devices"
"Lasers and electrooptics";"Lasers";"Laser applications";"Laser ablation"
"Lasers and electrooptics";"Lasers";"Laser applications";"Laser beam cutting"
"Lasers and electrooptics";"Lasers";"Laser applications";"Laser beam machining"
"Lasers and electrooptics";"Lasers";"Laser applications";"Laser fusion"
"Lasers and electrooptics";"Lasers";"Laser applications";"Laser theory"
"Lasers and electrooptics";"Lasers";"Laser applications";"Magnetooptic recording"
"Lasers and electrooptics";"Lasers";"Laser excitation";"Magnetooptic recording"
"Lasers and electrooptics";"Lasers";"Laser excitation";"Optical pumping"
"Lasers and electrooptics";"Lasers";"Laser modes";"Optical pumping"
"Lasers and electrooptics";"Lasers";"Laser modes";"Laser mode locking"
"Lasers and electrooptics";"Lasers";"Laser stability";"Laser mode locking"
"Lasers and electrooptics";"Lasers";"Laser transitions";"Laser mode locking"
"Lasers and electrooptics";"Lasers";"Power lasers";"Laser mode locking"
"Lasers and electrooptics";"Lasers";"Pump lasers";"Laser mode locking"
"Lasers and electrooptics";"Lasers";"Ring lasers";"Laser mode locking"
"Lasers and electrooptics";"Lasers";"Ring lasers";"Fiber lasers"
"Lasers and electrooptics";"Lasers";"Solid lasers";"Fiber lasers"
"Lasers and electrooptics";"Lasers";"Solid lasers";"Microchip lasers"
"Lasers and electrooptics";"Lasers";"Solid lasers";"Xray lasers"
"Lasers and electrooptics";"Optics";"Solid lasers";"Xray lasers"
"Lasers and electrooptics";"Optics";"Adaptive optics";"Xray lasers"
"Lasers and electrooptics";"Optics";"Birefringence";"Xray lasers"
"Lasers and electrooptics";"Optics";"Brightness";"Xray lasers"
"Lasers and electrooptics";"Optics";"Brightness";"Brightness temperature"
"Lasers and electrooptics";"Optics";"Color";"Brightness temperature"
"Lasers and electrooptics";"Optics";"Color";"Pigmentation"
"Lasers and electrooptics";"Optics";"Electron optics";"Pigmentation"
"Lasers and electrooptics";"Optics";"Extinction coefficients";"Pigmentation"
"Lasers and electrooptics";"Optics";"Extinction coefficients";"Extinction ratio"
"Lasers and electrooptics";"Optics";"Fiber optics";"Extinction ratio"
"Lasers and electrooptics";"Optics";"Fiber optics";"Fiber nonlinear optics"
"Lasers and electrooptics";"Optics";"Fiber optics";"Optical fibers"
"Lasers and electrooptics";"Optics";"Fluorescence";"Optical fibers"
"Lasers and electrooptics";"Optics";"Fluorescence";"Fourwave mixing"
"Lasers and electrooptics";"Optics";"Geometrical optics";"Fourwave mixing"
"Lasers and electrooptics";"Optics";"Geometrical optics";"Ray tracing"
"Lasers and electrooptics";"Optics";"Integrated optics";"Ray tracing"
"Lasers and electrooptics";"Optics";"Light fields";"Ray tracing"
"Lasers and electrooptics";"Optics";"Light sources";"Ray tracing"
"Lasers and electrooptics";"Optics";"Light sources";"Electroluminescent devices"
"Lasers and electrooptics";"Optics";"Light sources";"Fast light"
"Lasers and electrooptics";"Optics";"Light sources";"Luminescent devices"
"Lasers and electrooptics";"Optics";"Light sources";"Phosphors"
"Lasers and electrooptics";"Optics";"Light sources";"Slow light"
"Lasers and electrooptics";"Optics";"Light sources";"Stray light"
"Lasers and electrooptics";"Optics";"Light sources";"Ultraviolet sources"
"Lasers and electrooptics";"Optics";"Luminescence";"Ultraviolet sources"
"Lasers and electrooptics";"Optics";"Luminescence";"Bioluminescence"
"Lasers and electrooptics";"Optics";"Luminescence";"Electroluminescence"
"Lasers and electrooptics";"Optics";"Luminescence";"Fluorescence"
"Lasers and electrooptics";"Optics";"Luminescence";"Phosphorescence"
"Lasers and electrooptics";"Optics";"Luminescence";"Photoluminescence"
"Lasers and electrooptics";"Optics";"Luminescence";"Thermoluminescence"
"Lasers and electrooptics";"Optics";"Microoptics";"Thermoluminescence"
"Lasers and electrooptics";"Optics";"Microoptics";"Micromirrors"
"Lasers and electrooptics";"Optics";"Nonlinear optics";"Micromirrors"
"Lasers and electrooptics";"Optics";"Nonlinear optics";"Nonlinear optical devices"
"Lasers and electrooptics";"Optics";"Nonlinear optics";"Optical mixing"
"Lasers and electrooptics";"Optics";"Nonlinear optics";"Optical saturation"
"Lasers and electrooptics";"Optics";"Nonlinear optics";"Photorefractive effect"
"Lasers and electrooptics";"Optics";"Nonlinear optics";"Raman scattering"
"Lasers and electrooptics";"Optics";"Nonlinear optics";"Supercontinuum generation"
"Lasers and electrooptics";"Optics";"Optical amplifiers";"Supercontinuum generation"
"Lasers and electrooptics";"Optics";"Optical amplifiers";"Doped fiber amplifiers"
"Lasers and electrooptics";"Optics";"Optical amplifiers";"Doped fiber amplifiers"
"Lasers and electrooptics";"Optics";"Optical crosstalk";"Doped fiber amplifiers"
"Lasers and electrooptics";"Optics";"Optical design";"Doped fiber amplifiers"
"Lasers and electrooptics";"Optics";"Optical design";"Optical design techniques"
"Lasers and electrooptics";"Optics";"Optical devices";"Optical design techniques"
"Lasers and electrooptics";"Optics";"Optical devices";"Collimators"
"Lasers and electrooptics";"Optics";"Optical devices";"Displays"
"Lasers and electrooptics";"Optics";"Optical devices";"Holographic optical components"
"Lasers and electrooptics";"Optics";"Optical devices";"Lenses"
"Lasers and electrooptics";"Optics";"Optical devices";"Lighting"
"Lasers and electrooptics";"Optics";"Optical devices";"Mirrors"
"Lasers and electrooptics";"Optics";"Optical devices";"Optical arrays"
"Lasers and electrooptics";"Optics";"Optical devices";"Optical attenuators"
"Lasers and electrooptics";"Optics";"Optical devices";"Optical collimators"
"Lasers and electrooptics";"Optics";"Optical devices";"Optical filters"
"Lasers and electrooptics";"Optics";"Optical devices";"Optical resonators"
"Lasers and electrooptics";"Optics";"Optical devices";"Optical sensors"
"Lasers and electrooptics";"Optics";"Optical devices";"Thermooptical devices"
"Lasers and electrooptics";"Optics";"Optical distortion";"Thermooptical devices"
"Lasers and electrooptics";"Optics";"Optical engineering";"Thermooptical devices"
"Lasers and electrooptics";"Optics";"Optical fiber applications";"Thermooptical devices"
"Lasers and electrooptics";"Optics";"Optical fiber applications";"Optical fiber devices"
"Lasers and electrooptics";"Optics";"Optical harmonic generation";"Optical fiber devices"
"Lasers and electrooptics";"Optics";"Optical losses";"Optical fiber devices"
"Lasers and electrooptics";"Optics";"Optical microscopy";"Optical fiber devices"
"Lasers and electrooptics";"Optics";"Optical mixing";"Optical fiber devices"
"Lasers and electrooptics";"Optics";"Optical mixing";"Multiwave mixing"
"Lasers and electrooptics";"Optics";"Optical polarization";"Multiwave mixing"
"Lasers and electrooptics";"Optics";"Optical polarization";"Polarization shift keying"
"Lasers and electrooptics";"Optics";"Optical polarization";"Stokes parameters"
"Lasers and electrooptics";"Optics";"Optical pulses";"Stokes parameters"
"Lasers and electrooptics";"Optics";"Optical retarders";"Stokes parameters"
"Lasers and electrooptics";"Optics";"Optical saturation";"Stokes parameters"
"Lasers and electrooptics";"Optics";"Optical solitons";"Stokes parameters"
"Lasers and electrooptics";"Optics";"Optical tuning";"Stokes parameters"
"Lasers and electrooptics";"Optics";"Particle beam optics";"Stokes parameters"
"Lasers and electrooptics";"Optics";"Particle beam optics";"Atom optics"
"Lasers and electrooptics";"Optics";"Particle beam optics";"Electron optics"
"Lasers and electrooptics";"Optics";"Particle beam optics";"Stimulated emission"
"Lasers and electrooptics";"Optics";"Photoluminescence";"Stimulated emission"
"Lasers and electrooptics";"Optics";"Physical optics";"Stimulated emission"
"Lasers and electrooptics";"Optics";"Physical optics";"Optical refraction"
"Lasers and electrooptics";"Optics";"Physical optics";"Optical vortices"
"Lasers and electrooptics";"Optics";"Ray tracing";"Optical vortices"
"Lasers and electrooptics";"Optics";"Stray light";"Optical vortices"
"Lasers and electrooptics";"Optics";"Ultrafast optics";"Optical vortices"
"Lasers and electrooptics";"Optics";"Whispering gallery modes";"Optical vortices"
"Lasers and electrooptics";"Optoelectronic devices";"Whispering gallery modes";"Optical vortices"
"Lasers and electrooptics";"Optoelectronic devices";"Integrated optoelectronics";"Optical vortices"
"Lasers and electrooptics";"Optoelectronic devices";"Light emitting diodes";"Optical vortices"
"Lasers and electrooptics";"Optoelectronic devices";"Light emitting diodes";"Inorganic light emitting diodes"
"Lasers and electrooptics";"Optoelectronic devices";"Light emitting diodes";"LED lamps"
"Lasers and electrooptics";"Optoelectronic devices";"Photoconducting devices";"LED lamps"
"Lasers and electrooptics";"Optoelectronic devices";"Photoconducting devices";"Electrophotography"
"Lasers and electrooptics";"Optoelectronic devices";"Photodetectors";"Electrophotography"
"Lasers and electrooptics";"Optoelectronic devices";"Photodetectors";"Photodiodes"
"Lasers and electrooptics";"Optoelectronic devices";"Photodetectors";"Superconducting photodetectors"
"Lasers and electrooptics";"Photonics";"Photodetectors";"Superconducting photodetectors"
"Lasers and electrooptics";"Photonics";"Microwave photonics";"Superconducting photodetectors"
"Lasers and electrooptics";"Photonics";"Nanobiophotonics";"Superconducting photodetectors"
"Lasers and electrooptics";"Photonics";"Nanophotonics";"Superconducting photodetectors"
"Lasers and electrooptics";"Photonics";"Photochromism";"Superconducting photodetectors"
"Lasers and electrooptics";"Photonics";"Photothermal effects";"Superconducting photodetectors"
"Lasers and electrooptics";"Photonics";"Silicon photonics";"Superconducting photodetectors"
"Lasers and electrooptics";"Photonics";"Spontaneous emission";"Superconducting photodetectors"
"Lasers and electrooptics";"Photonics";"Spontaneous emission";"Radiative recombination"
"Magnetics";"Photonics";"Spontaneous emission";"Radiative recombination"
"Magnetics";"Biomagnetics";"Spontaneous emission";"Radiative recombination"
"Magnetics";"Biomagnetics";"Magnetoencephalography";"Radiative recombination"
"Magnetics";"Demagnetization";"Magnetoencephalography";"Radiative recombination"
"Magnetics";"Gyromagnetism";"Magnetoencephalography";"Radiative recombination"
"Magnetics";"Magnetic analysis";"Magnetoencephalography";"Radiative recombination"
"Magnetics";"Magnetic analysis";"Magnetization";"Radiative recombination"
"Magnetics";"Magnetic anisotropy";"Magnetization";"Radiative recombination"
"Magnetics";"Magnetic anisotropy";"Magnetic domain walls";"Radiative recombination"
"Magnetics";"Magnetic anisotropy";"Magnetic domains";"Radiative recombination"
"Magnetics";"Magnetic anisotropy";"Magnetic moments";"Radiative recombination"
"Magnetics";"Magnetic anisotropy";"Perpendicular magnetic anisotropy";"Radiative recombination"
"Magnetics";"Magnetic devices";"Perpendicular magnetic anisotropy";"Radiative recombination"
"Magnetics";"Magnetic devices";"Accelerator magnets";"Radiative recombination"
"Magnetics";"Magnetic devices";"Ferrite devices";"Radiative recombination"
"Magnetics";"Magnetic devices";"Ferrite devices";"Circulators"
"Magnetics";"Magnetic devices";"Magnetic cores";"Circulators"
"Magnetics";"Magnetic devices";"Magnetic cores";"Transformer cores"
"Magnetics";"Magnetic devices";"Magnetic gears";"Transformer cores"
"Magnetics";"Magnetic devices";"Magnetic heads";"Transformer cores"
"Magnetics";"Magnetic devices";"Magnetooptic devices";"Transformer cores"
"Magnetics";"Magnetic devices";"Magnetoresistive devices";"Transformer cores"
"Magnetics";"Magnetic devices";"Magnetostrictive devices";"Transformer cores"
"Magnetics";"Magnetic devices";"Solenoids";"Transformer cores"
"Magnetics";"Magnetic devices";"Transformer cores";"Transformer cores"
"Magnetics";"Magnetic devices";"Undulators";"Transformer cores"
"Magnetics";"Magnetic fields";"Undulators";"Transformer cores"
"Magnetics";"Magnetic fields";"Geomagnetism";"Transformer cores"
"Magnetics";"Magnetic fields";"Magnetic reconnection";"Transformer cores"
"Magnetics";"Magnetic fields";"Magnetic separation";"Transformer cores"
"Magnetics";"Magnetic fields";"Magnetostatics";"Transformer cores"
"Magnetics";"Magnetic fields";"Toroidal magnetic fields";"Transformer cores"
"Magnetics";"Magnetic flux";"Toroidal magnetic fields";"Transformer cores"
"Magnetics";"Magnetic flux";"Flux pinning";"Transformer cores"
"Magnetics";"Magnetic flux";"Magnetic flux density";"Transformer cores"
"Magnetics";"Magnetic flux";"Magnetic flux leakage";"Transformer cores"
"Magnetics";"Magnetic force microscopy";"Magnetic flux leakage";"Transformer cores"
"Magnetics";"Magnetic forces";"Magnetic flux leakage";"Transformer cores"
"Magnetics";"Magnetic forces";"Coercive force";"Transformer cores"
"Magnetics";"Magnetic hysteresis";"Coercive force";"Transformer cores"
"Magnetics";"Magnetic levitation";"Coercive force";"Transformer cores"
"Magnetics";"Magnetic levitation";"Magnetic levitation vehicles";"Transformer cores"
"Magnetics";"Magnetic losses";"Magnetic levitation vehicles";"Transformer cores"
"Magnetics";"Magnetic materials";"Magnetic levitation vehicles";"Transformer cores"
"Magnetics";"Magnetic materials";"Amorphous magnetic materials";"Transformer cores"
"Magnetics";"Magnetic materials";"Antiferromagnetic materials";"Transformer cores"
"Magnetics";"Magnetic materials";"Diamagnetic materials";"Transformer cores"
"Magnetics";"Magnetic materials";"Ferrimagnetic films";"Transformer cores"
"Magnetics";"Magnetic materials";"Ferrimagnetic materials";"Transformer cores"
"Magnetics";"Magnetic materials";"Ferrimagnetic materials";"Ferrimagnetic films"
"Magnetics";"Magnetic materials";"Ferrimagnetic materials";"Ferrite films"
"Magnetics";"Magnetic materials";"Ferrimagnetic materials";"Ferrites"
"Magnetics";"Magnetic materials";"Ferrimagnetic materials";"Garnet films"
"Magnetics";"Magnetic materials";"Ferrimagnetic materials";"Garnets"
"Magnetics";"Magnetic materials";"Ferrite films";"Garnets"
"Magnetics";"Magnetic materials";"Ferrites";"Garnets"
