Universidad;Nombre;Autores;Autor ID;Author(s) ID;Publicación;Año;Fuente;Citado por;Filiación;Abstract;Index keywords;Idioma de Publicación;Tipo de documento
UV;Glaria Bengoechea Antonio Pedro;Salinas M., Salas R., Mellado D., Glaría A., Saavedra C.;55281257500;57203385641-8875435300-57197762510-55281257500-13609644600-;A Computational Fractional Signal Derivative Method;2018;Modelling and Simulation in Engineering;5;Escuela de Ingeniería C. Biomédica, Universidad de Valparaíso, Valparaíso, Chile- Centro de Investigación y Desarrollo en Ingeniería en Salud, CINGS-UV, Universidad de Valparaíso, Valparaíso, Chile;We propose an efficient computational method to obtain the fractional derivative of a digital signal. The proposal consists of a new interpretation of the Grünwald-Letnikov differintegral operator where we have introduced a finite Cauchy convolution with the Grünwald-Letnikov dynamic kernel. The method can be applied to any signal without knowing its analytical form. In the experiments, we have compared the proposed Grünwald-Letnikov computational fractional derivative method with the Riemman-Louville fractional derivative approach for two well-known functions. The simulations exhibit similar results for both methods- however, the Grünwald-Letnikov method outperforms the other approach in execution time. Finally, we show an application of how our proposal can be useful to find the fractional relationship between two well-known biomedical signals. © 2018 Matías Salinas et al.;Circuit simulation- Engineering- Industrial engineering- Software engineering- Analytical forms- Biomedical signal- Derivative method- Digital signals- Fractional derivatives- Bioelectric phenomena;English;Article
UV;Glaria Bengoechea Antonio Pedro;Marinovic M.M., Glaría A., Marinovic D.;55281257500;57207797051-55281257500-57207798128-;Neurophenomenology of social tension: A theoretical framework for modelling prospective scenarios: Chilean presidential election case 1969–1992;2018;Lecture Notes in Networks and Systems;1;Escuela de Ingeniería Comercial, Universidad de Valparaíso, Valparaíso, Chile- Escuela de Ingeniería Civil Biomédica, Universidad de Valparaíso, Valparaíso, Chile- MOSIG Consulting Group, Santiago, Chile;Globalization and its emerging reality show the natural world collapsing and the social world being fractured and in turmoil. In this growing complexity, it is essential to advance in the research and study of human organizations, as adaptive, complex systems. In order that human organizations should be able to engage the challenge of Complexity, it is important they be alerted and realize when disturbances occur. As social entities are self-disturbing systems, they require homeostatic mechanisms to restore their internal stability and balance in the changing scenarios. However, in certain circumstances, the self-regulating mechanisms may not be capable of effectively adapting the organization and the disturbances may get out of hand. This is the situation in which a systemic view and information is crucial for timely decision making through leadership and transformation. This paper is an exploratory study carried out applying the Systemic Management Model – MOSIG, which shows the social phenomena and related dynamics which register the political parties and movements in the Chilean historiography in a social destabilizing process and critical collapse, generating the breakdown of the democratic institutions. This research is a contribution, as it shows the elements which, in the anatomy of every crisis in its development phase, from the systemic view, in its growth phase, due to its destabilization and in its critical phase with its evolution or collapse. The findings in the behavioural patterns in the dynamic cycle, both external (scenario macro variables) and internal (management micro variables), allow the early detection of the social pathologies, their tracking and control for decision making within the management of time, according to pressure, urgency for conflict resolution. The observation of social stability and the anthropological factors of organizational coupling as a self-disturbing system, gives rise to the neurophenomenology of social tension. Human subjectivity and consciousness are reinterpreted according to the dynamic and relational coordinates of live experience. © Springer International Publishing AG 2018.;-;English;Book Chapter
UV;Glaria Bengoechea Antonio Pedro;Tapia G., Salinas M., Plaza J., Mellado D., Salas R., Saavedra C., Veloz A., Arriola A., Idiaquez J., Glaría A.;55281257500;57213041251-57203385641-57203463197-57197762510-8875435300-13609644600-23476128900-57203457251-6603894910-55281257500-;Photoplethysmogram fits finger blood pressure waveform for non-invasive and minimally-intrusive technologies evaluation of derivative approaches;2017;BIOSIGNALS 2017 - 10th International Conference on Bio-Inspired Systems and Signal Processing, Proceedings- Part of 10th International Joint Conference on Biomedical Engineering Systems and Technologies, BIOSTEC 2017;1;Escuela de Ingeniería Civil Biomédica, U. de Valparaíso, General Cruz 222, Valparaíso, Chile- Escuela de Medicina, U. de Valparaíso, Campus de la Salud, Angamos, Reñaca, Viña del Mar, 655, Chile;The purpose of this work is to fit Photoplethysmography (PPG) to finger Arterial Pressure (fiAP) waveform using derivative approaches. Derivative approaches consider using Linear Combination of Derivatives (LCD) and Fractional Derivatives (FDPα). Four informed healthy subjects, aging 35.8 ±11.0 years old, agreed to perform Handgrip maneuvers. Signals are recorded continually- a Finapres NOVA device is used for fiAP, while a BIOPAC System is used for PPG and ECG. PPG is smoothed and segmented by heartbeat- recording sections interfered with spiky blocking noise, are eliminated. Finally, PPG is processed using LCD and FDPα and their results are enriched using Lasso technique. Twenty records per subject at rest and twenty at raised BP are analyzed. Results show PPG to fiAP fitting errors 5.38% ±0.91 at resting fiAP and 5.86% ±1.21 at raised fiAP, being always lower than 15%, suggesting that derivative approaches could be suitable for medical applications. Copyright © 2017 by SCITEPRESS – Science and Technology Publications, Lda. All rights reserved.;Biomedical engineering- Biomimetics- Blood pressure- Medical applications- Arterial pressures- Blocking noise- Blood pressure waveform- Fractional derivatives- Healthy subjects- Linear combinations- Photo-plethysmogram- Photoplethysmography (PPG)- Signal processing;English;Conference Paper
UV;Glaria Bengoechea Antonio Pedro;Demongeot J., Hamie A., Glaria A., Taramasco C.;55281257500;7005372567-57190340505-55281257500-35085484500-;Dynalets: A new representation of periodic biological signals and spectral data;2013;Proceedings - 27th International Conference on Advanced Information Networking and Applications Workshops, WAINA 2013;3;University J. Fourier Grenoble, AGIM CNRS FRE 3405, Faculty of Medicine, 38700 La Tronche, France- Universidad de Valparaiso, Escuela de Ingenería Civil Informática, Chile;The biological information coming from electro-physiologic signal sensors like ECG or molecular signal devices like mass spectrometry has to be compressed for an efficient medical use by clinicians or to retain only the pertinent explanatory information about the mechanisms at the origin of the recorded signal for the researchers in life sciences. When the signal is periodic in time and/or space, classical compression processes like Fourier and wavelets transforms give good results concerning the compression rate, but bring in general no supplementary information about the interactions between elements of the living system producing the studied signal. Here, we define a new transform called dynalet based on Liénard differential equations susceptible to model the mechanism that is the source of the signal and we propose to apply this new technique to real signals like ECG, pulse activity and protein spectra in mass spectrometry. © 2013 IEEE.;Biological information- Compression process- Dynalets- Mass spectra- Pulse signal- Supplementary information- Wavelets- Wavelets transform- Differential equations- Fourier transforms- Mass spectrometry- Signal processing- Electrocardiography;English;Conference Paper
UV;Glaria Bengoechea Antonio Pedro;Glaría A., Taramasco C., Demongeot J.;55281257500;55281257500-35085484500-7005372567-;Methodological proposal to estimate a Tailored to the Problem specificity mathematical transformation;2010;24th IEEE International Conference on Advanced Information Networking and Applications Workshops, WAINA 2010;4;Dept. Ingeniería Biomédica., U. de Valparaíso, Valparaíso, Chile- C.R.E.A, CNRS, École Polytechnique, París, France- DECOM, U. de Valparaíso, Valparaíso, Chile- Lab. TIMC-IMAG, UMR CNRS, University J. Fourier of Grenoble, La Tronche, France;A methodological proposal to estimate a Tailored to the Problem Specificity mathematical transformation is developed. To begin, Linear Analysis is briefly visited because of its significant role providing a unified vision of mathematical transformations. Thereafter it is explored the possibilities of extending this approach when basis of vector spaces are built tailored to the specific knowledge on a problem- not only from the convenience or effectiveness of mathematical calculations. Basis becomes not necessarily orthogonal neither linear. Standardized Mathematical Transformations such as Fourier or polynomial Transforms, could be extended, towards these new transformations. This was previously done to model Auditory Brainstem Responses using Jewett Transform. The proper use of Computational Intelligence tools was critical in this extension. It allowed important Complexity Algorithm optimization, which encourages the search for generalizing the methodology. In previous works, Artificial Neural Networks trained with backpropagation performed Jewett Transform. Mean Square Error in fitting Auditory Brainstem Responses to a model built using this transform are acceptable (mean ℰ< 0.3%, n= 600). The complexity of the best trained neural network algorithm was reduced to evaluate 100 inner products on 65 dimension vectors, 20 inner products on 100 dimension vectors and to calculate 120 sigmoid functions. Finally, using the trained Artificial Neural Network to estimate the Transform was thousands of times faster than using numerical gradient descent methods. © 2010 IEEE.;Artificial Neural Network- Auditory brainstem response- Complexity algorithms- Computational intelligence- Dimension vectors- Fourier- Inner product- Linear analysis- Mathematical calculations- Mathematical transform- Mathematical transforms- Non-Linearity- Nonorthogonal basis- Numerical gradient- Polynomial transform- Sigmoid function- Specific knowledge- Trained neural networks- Electric variables measurement- Linear transformations- Neural networks- Numerical methods- Vector spaces- Wavelet transforms- Mathematical transformations;English;Conference Paper
UV;Glaria Bengoechea Antonio Pedro;Contreras G., Glaría A.;55281257500;57214514284-55281257500-;Codifying temporal characteristics of Jewett components to improve Jewett transform;2007;Journal of Physics: Conference Series;2;Biomedical Engineering Department, Universidad de Valparaiso (Chile), 13 Norte 766, Vĩa del Mar, Chile;Jewett Transform is not yet, it is being. First ideas on this metaphor are from 1980 while monitoring cerebral function. It was conceived in contrast with Fourier Transform. Its application is limited to Auditory Brain Stem Responses. It uses a non-orthogonal physiologically rooted basis. Non-orthogonal basis has limited power in front of orthogonal basis: no analytical method exists to evaluate the corresponding transforms and numerical methods are required. In previous works, numerical methods were replaced for by trained artificial neural networks. Jewett transform was applied to increase the training set. Being a physiologically inspired basis, it promises better understanding of analysis of these evoked responses. It is envisioned that diverse new transforms, tailored to different problem specificity are to emerge. Considering the short temporal influence of Jewett components, it is stated that codifying temporal characteristics of Jewett components can be used to improve Jewett Transform. Previously used neural network was modified. Output vector codes are built up by grouping components instead of grouping parameters. This allows synaptic pruning in the artificial neural network. Only a fraction (0.49) of the previous network weights is used. Mean square error in fitting signal to model are acceptable (mean <0.3%, n= 600). Memorization is eliminated. © 2007 IOP Publishing Ltd.;-;English;Article
UV;Reyes Cabrera Pablo Andres;Reyes P., Larée D., Weinstein A., Jara Á.;18435273600;18435273600-57204951414-57204948489-57204954472-;Towards a conceptual model for the use of home healthcare medical devices: The multi-parameter monitor case;2018;PLoS ONE;1;School of Biomedical Engineering, Universidad de Valparaíso, Valparaíso, Chile- Advanced Center for Electrical and Electronics Engineering, Universidad Técnica Federico Santa María, Valparaíso, Chile- Escuela de Ingenieria Biomédica, Universidad de Valparaíso, Valparaíso, Chile;In the last decade there has been an increase in the use of medical devices in the home environment. These devices are commonly the same as those used in hospitals by healthcare professionals. The use of these these devices by lay users outside of a clinical environment may become unsafe. This study presents a methodology that allows decision makers to identify potential risk situations that may arise when lay users operate healthcare medical devices at home. Through a usability study based on the Grounded Theory methodology, we create a conceptual model in which we identified problems and errors related to the use of a multi-parameter monitor in a home environment by a group of lay users. The conceptual model is reified as a graphical representation, which allows stakeholders to identify (i) the weaknesses of the device, (ii) unsafe operation modes, and (iii) the most suitable device for a specific user. © 2018 Reyes et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.;Article- decision making- device safety- equipment design- grounded theory- home care- home environment- human- information processing- methodology- model- risk factor- devices- home care- physiologic monitoring- risk assessment- theoretical model- Home Care Services- Home Nursing- Humans- Models, Theoretical- Monitoring, Physiologic- Risk Assessment;English;Article
UV;Reyes Cabrera Pablo Andres;Cabrera P.R., Gutiérrez N.A.;18435273600;18435273600-55628482700-;Estudio de la usabilidad de dispositivos médicos mediante la investigación del factor humano: Caso monitores de glicemia;2013;IFMBE Proceedings;1;Departamento de Ingeniería Biomédica, Universidad de Valparaíso, Valparaíso, Chile;Diverse studies in adverse medical events evidence a connection between the problems of usability and the errors in the use of medical devices. The objective of this work is to study the usability of medical devices using the Human Factor engineering analysis. This work is focused on the creation of evaluation tools for medical devices. Specifically, developing a methodology for the analysis of the usability of medical devices, based on the application of the Human Factor engineering to the tasks carried out by the user when interacting with a blood glucose monitor. This way, we determine which medical device is safer for the user's health through comparative analysis between three different manufacturers. The results show that this kind of analysis allows us to compare medical devices from another perspective, detecting important differences between them. © 2013 Springer.;Blood-glucose monitors- Comparative analysis- E-studio- Evaluation tool- Human factor engineerings- Medical Devices- Biomedical engineering- Human engineering- Medical problems- Biomedical equipment;Spanish;Conference Paper
UV;Reyes Cabrera Pablo Andres;Cabrera P.R.;18435273600;18435273600-;Integrating deliberate practice systems simulation for medical education [Integrando la práctica deliberada en sistemas de simulación para educación médica];2008;IFMBE Proceedings;0;Departamento de Ingeniería Biomédica, Universidad de Valparaíso, Valparaíso, Chile;In this paper, we review some aspects of simulationbased medical education systems and show how the incorporation of deliberate practice processes can augment the learning effectiveness and overcome simultaneously two detected issues on medical education: reduction of available time of experts and a serious limitation of patient availability. We then describe the notion of deliberate practice and show how it can be implemented through an intelligent tutoring system. Finally, we conclude that the implementation of intelligent tutoring systems is a robust method to make more effective the learning of actual capabilities of high fidelity simulation systems for medical education. © Springer-Verlag Berlin Heidelberg 2007.;Biomedical engineering- Computer aided instruction- Education computing- Deliberate practices- High-fidelity simulation systems- Intelligent tutoring system- Learning effectiveness- Robust methods- Medical education;English- Spanish;Conference Paper
UV;Reyes Cabrera Pablo Andres;Reyes P., Tchounikine P.;18435273600;18435273600-6603480503-;Structural awareness for collaborative learning environments;2006;IFIP International Federation for Information Processing;3;Universidad de Valparaíso, Faculty of Sciences, Avda. Gran Bretaña 1111, Valparaíso, Chile- Université du Maine, LIUM-CNRS FRE 2730, 72085 Le Mans, France;In this paper we propose a peer-to-peer support approach that we call structural awareness support. The structural awareness aims to support the communication that takes place in virtual learning communities. Its emphasis is on revealing the group structure to its participants in order to promote collaborative interactions. This support has been implemented on a forum type tool called Mailgroup. It has been tested twice in different contexts, obtaining initial feedback of its pertinence according to our objectives. © 2006 International Federation for Information Processing.;Computer aided instruction- Computer supported cooperative work- Distributed computer systems- Collaborative interaction- Collaborative learning environment- Group structure- Initial feedback- Peer-to-peer support- Virtual Learning Community- Education;English;Article
UV;Rienzo Renato Antonio Jose;Rienzo A., Soza V., Bustamante M., Lefranc G.;57189046300;57189046300-57244954400-24069728000-7005019896-;Analysis of kinesiological rehabilitation technologies in patients with stroke vascular;2021;2021 IEEE International Conference on Automation/24th Congress of the Chilean Association of Automatic Control, ICA-ACCA 2021;1;Escuela Ingenieriá Biomédica, Universidad de Valparaíso, Beneficiario de Beca INF-PUCV, Chile;Stroke (CVA) is the second leading cause of death and the third leading cause of disability in the world. A large proportion of adults who survive such an accident can recover- however, this is achieved after going through a long process of kinesiology rehabilitation. In recent times, there are numerous advances in medical equipment, systems and applications that allow a progressive recovery from the consequences caused by this type of accident. The purpose of this work is to analyze the state of the art in which kinesiological rehabilitation technologies are found, through a systematic review of the literature, which also allows to determine the effectiveness of the application of these technologies in the recovery of patients. Motor rehabilitation technologies, based on virtual reality environments and robotic equipment, were identified for adult patients who present hemiparesis or hemiplegia. A great variation was found in the treatments and scales used for its evaluation, in the motor functionality of the upper and lower limb. In the case of robotic technologies, improvements in the range of motion of the limbs, gait and functionality of the upper limbs and muscular endurance stood out. Also, it highlights the adherence of patients to therapies with virtual reality technologies, since these were partly stimulating and enhanced positive aspects such as self-esteem. The work represents a contribution to engineers, who are interested in specializing in patient rehabilitation technologies. © 2021 IEEE.;Accidents- Process control- Recovery- Robotics- Virtual reality- Motor rehabilitation- Range of motions- Rehabilitation technology- Robotic equipments- Robotic technologies- Systematic Review- Virtual reality technology- Virtual-reality environment- Patient rehabilitation;Spanish;Conference Paper
UV;Rienzo Renato Antonio Jose;Rienzo A., Arredondo T., Soza V.;57189046300;57189046300-57545616900-57244954400-;Design and Development of a Prototype for Hand Motor Rehabilitation for a Patient with Secuels of a Vascular Brain Acciden;2021;2021 IEEE CHILEAN Conference on Electrical, Electronics Engineering, Information and Communication Technologies, CHILECON 2021;0;Escuela Ingenieriá Biomédica, Universidad de Valparaíso, Beneficiario de Beca INF-PUCV, Chile;Motor rehabilitation on patients suffering physical sequelae of stroke, such as hemiplegia, is a long and expensive process. Furthermore, the accessibility and customization of robotic rehabilitation devices is a key challenge. The purpose of this work was the design and construction of a prototype of passive rehabilitation for the upper limb, intended for the functional recovery of the wrist and hand on a patient with hypotonia and hemiplegia in his left limb, to be used at home. The developed device consists of a robotic system controlled through a Raspberry pi and implementation of two electric actuators, one to mobilize the flexion and extension of the wrist and another for the opening and closing of the hand. It also used a plate transmission system to execute the movements. 3D printing technology was used to produce most of the prototype parts, which were designed by computer. In addition, an interface was created to establish communication between the user and the device and to be able to choose modalities and time of the therapy, which was visualized by a 7-inch touch screen. After construction, the device was tested to verify its operation, obtaining as a result that it fulfilled the established objectives and executed the movements correctly within the stipulated time. Future work is expected to improve the structure and expand the device's exercise modalities and including miofeedback. © 2021 IEEE.;3D printers- Robotics- Touch screens- Customisation- Design and construction- Design and Development- Functional recovery- Motor rehabilitation- Patient's suffering- Rehabilitation devices- Robotic rehabilitation- Stroke- Upper limbs- Patient rehabilitation;Spanish;Conference Paper
UV;Rienzo Renato Antonio Jose;Rienzo A., Cubillos C., Soto G.;57189046300;57189046300-23392232700-57245200200-;Gamification elements in digital applications for the evaluation and cognitive training of older adults;2021;2021 IEEE International Conference on Automation/24th Congress of the Chilean Association of Automatic Control, ICA-ACCA 2021;0;Escuela Ingenieriá Biomédica, Universidad de Valparaíso, Beneficiario de Beca INF-PUCV, Chile;It has been suggested that gamification is being applied in various types of disciplines, that a growing area of research is the use of digital applications (games), for the evaluation and training of the cognitive abilities of the elderly. The work presents a synthesis of the results of the case studies of researchers who propose that gamification and serious games can be used for the evaluation, diagnosis and timely detection of cognitive impairment in older adults, and their subsequent stimulation and training for improve the cognitive abilities of these people. Technological solutions that have been implemented through mobile applications, web games, virtual reality and serious games are presented. The main components of gamification are analyzed to assess certain skills. The main aspects that should be considered in the design of a cognitive training game are also presented. © 2021 IEEE.;Automation- E-learning- Gamification- Process control- Case-studies- Cognitive ability- Cognitive impairment- Cognitive training- Digital applications- Mobile applications- Older adults- Technological solution- Serious games;Spanish;Conference Paper
UV;Rienzo Renato Antonio Jose;Rienzo A., Cubillos C.;57189046300;57189046300-23392232700-;Playability and player experience in digital games for elderly: A systematic literature review;2020;Sensors (Switzerland);6;Escuela Ingenieriá Biomédica, Universidad de Valparaíso, Beneficiario de Beca INF-PUCV, Chile;A higher number of people increasingly uses digital games. This growing interest in games, with different objectives, justifies the investigation of some aspects and concepts involved, such as product quality (game), usability, playability, and user or player experience, topics investigated by the multidisciplinary area called Human–Computer Interaction (HCI). Although the majority of users of these games are children and young people, an increasing number of older adults join technology and use different types of digital games. Several studies establish the increase in learning, socialization and exercise promotion, and cognitive and psychomotor skills improvement, all within the context of active and healthy aging. The objective of this work is to carry out a systematic literature review investigating the player experience of the elderly in digital games. The work allowed answering five research questions that were formulated. The evolution and maturity level of the research area are studied together with the research methods used. The factors that motivate adults to play were also analyzed- what are the recommended technical characteristics for games and some tools and metrics with which games are evaluated for older adults? Research gaps were detected in the area- there are not many specific studies on playability and player experience applied to the older adult, nor are there proven tools and metrics to evaluate them. Particular techniques for assessing and designing games focused on older adults are lacking, and quantitative studies that better identify the factors that affect the playability and experience of older adults in digital games. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.;Human computer interaction- User experience- Computer interaction- Maturity levels- Number of peoples- Player experience- Quantitative study- Research gaps- Research questions- Systematic literature review- Computer games- aged- health promotion- human- learning- video game- Aged- Health Promotion- Humans- Learning- Video Games;English;Review
UV;Rienzo Renato Antonio Jose;Bustamante M., Rienzo A., Osorio R., Duarte M., Lefranc G.;57189046300;24069728000-57189046300-24470341200-6602085760-7005019896-;Applications of Creme algorithm to radiographic knee images;2019;IEEE ICA-ACCA 2018 - IEEE International Conference on Automation/23rd Congress of the Chilean Association of Automatic Control: Towards an Industry 4.0 - Proceedings;0;Universidad de Valparaiso, Chile;This article presents the result of applying the Cremme filter to the radiographic images of the knee. In addition, texture indices and the invariant moment of each image are calculated, observing that an index n of the analytical form of the filter has an effect on the resulting images. In particular, the contrast and the ISM, as the univariate moment 4 at n =4 presents a minimum. This can improve the diagnosis for the detection of osteoarthritis of the knee, giving an index that can be studied to optimize the application of the filter. © 2018 IEEE.;Automation- Image processing- Industry 4.0- Process control- Textures- X ray radiography- Breast Cancer- Invariant moment- knee- Microcalcifications- osteoarthritis- X-ray image- Medical imaging;Spanish;Conference Paper
UV;Rienzo Renato Antonio Jose;Rienzo A., Cornejo N.;57189046300;57189046300-57215526258-;Design and Construction of a Prototype Device, for Measurement of Environmental Variables in a Unit of Critical Patients, in Health Institutions.;2019;IEEE CHILEAN Conference on Electrical, Electronics Engineering, Information and Communication Technologies, CHILECON 2019;0;Universidad de ValparaÍso, Académico, Escuela de IngenierÍa Biomédica, Facultad de IngenierÍa, Chile;The article makes an analysis of how environmental conditions have been studied, and how they affect patients in Critical Patient Units (UPC), in order to determine the importance of these physical variables in health care. A general device model is established as the basis for choosing suitable sensors for the system to be created. And the device for measuring environmental conditions for UPC rooms with the chosen sensors is developed- which contemplates an interface using the Android platform with Bluetooth protocol. For tests, the UPC environment is simulated in a Laboratory to carry out the measurements. The results of the measurements are obtained, and compared with the reference values to determine the accuracy of the device. The project responded to the requirements raised, and will serve as the basis for generating a new feasible marketing team. © 2019 IEEE.;Biosensors- Electronics engineering- Electronics industry- Engineering- Industrial engineering- Bluetooth protocol- Critical patients- Design and construction- Environmental conditions- Environmental variables- Health services- Physical variables- Prototype devices- Health care;English;Conference Paper
UV;Rienzo Renato Antonio Jose;Bustamante M., Rienzo A., Comparan R.O., Lopez-Juarez I., Pena M., Araya F., Lefranc G.;57189046300;24069728000-57189046300-57215525836-6507474784-18038232900-57215527750-7005019896-;Evaluation of Brest Cancer Detection Algorithm;2019;IEEE CHILEAN Conference on Electrical, Electronics Engineering, Information and Communication Technologies, CHILECON 2019;0;Escuela de IngenierÍa Biomédica, Universidad de ValparaÍso, Chile;In this paper is presented the evaluation of an algorithm for detection of microcalcifications in breast images, allowing us early breast cancer prevention. The Crème Filter is an algorithm with only one parameter 'n' that permits to observe the texture dependence when the parameter is changed. The evaluation is done by a cancer expert medical doctor. This algorithm is a new tool for better detecting microcalcifications characteristic of breast cancer. © 2019 IEEE.;Biomineralization- Diseases- Image processing- Medical imaging- Signal detection- Textures- Breast Cancer- Breast images- Cancer detection- Early breast cancer- Medical doctors- Microcalcifications- X-ray image- Calcification (biochemistry);English;Conference Paper
UV;Rienzo Renato Antonio Jose;Rienzo A., Cubillos C.;57189046300;57189046300-23392232700-;Research of Gamification Techniques and their Application in Digital Games for Older Adults;2019;IEEE CHILEAN Conference on Electrical, Electronics Engineering, Information and Communication Technologies, CHILECON 2019;1;Facultad de IngenierÍa, Universidad de ValparaÍso-, Escuela de IngenierÍa Biomédica, Chile;The concept of gamification has increased its importance in the field of research- and its main focus was in the area of education. It was considered appropriate to analyze the state of the art of gamification techniques in an increasingly relevant sector, such as older adults (whose number is growing)- and where they can offer possibilities to improve the quality of life of these people, in terms of physical well-being, social inclusion and cognitive improvement. The article summarizes research on gamification and its potential application in digital games, and how these techniques can impact on the different life activities of older adults. It includes a systematic review of literature, which reveals trends and gaps in studies and proposals, on how gamified digital games, increase learning, promote socialization and exercise, and improve their cognitive and psychomotor skills- all within a context of active and healthy aging. The work developed can be subject to deeper evaluation and analysis, serving as a basis for further research work in the subject. © 2019 IEEE.;Gamification- Serious games- Active ageing- Digital games- Evaluation and analysis- Older adults- Quality of life- Social inclusion- State of the art- Systematic Review- Engineering research;English;Conference Paper
UV;Rienzo Renato Antonio Jose;Bustamante M., Rienzo A., Osorio R., Lefranc E., Duarte-Mermoud M.A., Herrera-Viedma E., Lefranc G.;57189046300;24069728000-57189046300-24470341200-57193067371-6602085760-7004240703-7005019896-;Algorithm for processing mammography: Detection of microcalcifications;2018;IEEE Latin America Transactions;3;Sin filiación;A new algorithm based in Crϵmϵ Filter, is proposed for breast cancer detection. The images obtained show micro calcifications with better contrast, allowing a better prognosis. The algorithm has only one parameter free, that permitting to observe texture when parameter is changed. © 2019 IEEE.;Biomineralization- Diseases- Image processing- Mammography- Medical imaging- Textures- Breast Cancer- Breast cancer detection- Microcalcifications- X-ray image- Calcification (biochemistry);Spanish;Article
UV;Rienzo Renato Antonio Jose;Rienzo A., Bustamante M., Aravena C., Lefranc G.;57189046300;57189046300-24069728000-57207032439-7005019896-;Evaluation of the degree of knowledge and implementation of information security management systems, based of the NCh-ISO 27001 standard, in health institutions;2018;IEEE ICA-ACCA 2018 - IEEE International Conference on Automation/23rd Congress of the Chilean Association of Automatic Control: Towards an Industry 4.0 - Proceedings;2;Escuela de Ingenieriá Biomédica, Facultad de Ingenieriá, Universidad de Valparaíso-, Chile;Several companies and organizations are being violated and affected by threats, attacks or theft of information or money from their computer systems. Among them, health institutions, which handle confidential and sensitive data. There is a standard, NCh-ISO 27001, which defines the requirements to establish, implement, maintain and continuously improve an Information Security Management System. The article analyzes the advances in this area in the health sector in Chile- and presents a research, based on surveys, on the degree of knowledge and the degree of implementation of NCh-ISO 27001 in the establishments and Health Services of the country. The results obtained are analyzed, and there is evidence of the urgent need to implement and complete internal processes conducive to having an appropriate, efficient and effective information security management system. © 2018 IEEE.;Automation- Data privacy- Health- Industrial management- Industry 4.0- ISO Standards- Network security- Process control- Degree-of-knowledge- Health security- Health services- Information security management systems- ISO/IEC- Sensitive datas- Information management;Spanish;Conference Paper
UV;Rienzo Renato Antonio Jose;Avendaño G., Bustamante M., Rienzo A., Lefranc G.;57189046300;36157731300-24069728000-57189046300-7005019896-;Biomedical engineering projects to support the elderly;2017;2017 CHILEAN Conference on Electrical, Electronics Engineering, Information and Communication Technologies, CHILECON 2017 - Proceedings;0;Escuela Ingeniería Biomédica, Universidad de Valparaíso, Valparaíso, Chile;Several studies and projects carried out at the University of Valparaiso are focused on the condition of the elderly, particularly those who present conditions of vulnerability and deterioration. In this context, the actions of the academy are consistent with the policies defined by Chilean Government. This is generated by the current conditions of demographic and epidemiological transition, which on the one hand extend people's lives and on the other hand increase morbidity and deterioration in a more chronic than acute way. The potential of biomedical engineering can be proved by through the problem solving of the older adult in subjects of prostration, disability, monitoring of chronic diseases, and in the monitoring of treatments adherence (drugs)- together with the development of technical aids for daily living- besides, due the relevance of professional work in several lines such as telemedicine, Home Care, new type of instrumentation specifically for adults, and the management of technologies, greatly impacts the diagnosis, care, treatment and support to a healthy and active aging, of a population sector at a time of greater presence and importance. © 2017 IEEE.;Biomedical engineering- Biophysics- Deterioration- Diagnosis- Patient monitoring- Problem solving- Telemedicine- Chronic disease- Daily living- Elderly- Epidemiological transitions- Management of technology- Older adults- Senior adult- Technical aids- Diseases;Spanish;Conference Paper
UV;Rienzo Renato Antonio Jose;Avendaño C. G., Rienzo A., Danyau L.;57189046300;23048502300-57189046300-57194702664-;Importance of HTA in modern clinical engineering;2017;IFMBE Proceedings;1;Universidad de Valparaíso, Biomedical Engineering School, Valparaiso, Chile;Despite actual significant improvements on clinical engineering management, the risks incidence on patients and users is still considerable, such as equipment failures and associated adverse events. Today it is of the upmost importance to pay attention to new ways that could offer better results, such as the multidisciplinary concept involved in Health Technology Assessment (HTA), which analyzes the technology from different perspectives. In this way, taking into consideration the current success of HTA, the new way to avoid the increasing incidence of adverse events in medical equipment, more attention should be paid to some failures arising from the complexity, or the lack of compliance with manufacturing and maintenance standards, and also because they do not have adequately trained professionals to perform good preventive or corrective maintenance. This paper analyzes the increasing importance of ways similar to HTA or evaluation of biomedical technologies, in its clinical, technological and economic aspects, together with the analysis of factors that determine medical devices failure and how to achieve a technological surveillance and other measurement that allows reduce adverse events. © Springer Nature Singapore Pte Ltd. 2018.;Biochemical engineering- Biomedical engineering- Biomedical equipment- Preventive maintenance- Regulatory compliance- Adverse events- Clinical engineering- Medical technologies- Norms- Regulation- Safety engineering;English;Conference Paper
